Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  Area 2",3574.04,,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, retail, restaurant","Transportation Impact Fee Program,  Non-Residential, 
Retail,  Area 2",32.6,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, office, creative office","Transportation Impact Fee Program,  Non-Residential, Office,  Area 2",11.7,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, medical, commercial","Transportation Impact Fee Program,  Non-Residential,
 Medical Office,  Area 2",32.27,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hospital","Transportation Impact Fee Program,  Non-Residential,
Hospital,  Area 2",15.92,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hotel, motel, room","Transportation Impact Fee Program,  Non-Residential, Lodging,  Area 2",3.9,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Main Library Subterranean Structure (Garage) - First 30 minutes",,Free,,,,,,,,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, light industrial, industrial, auto storage","Transportation Impact Fee Program,  Non-Residential,
Industrial,  Area 2",1.41,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building, TOD","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  
Area 3",2815.91,,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, auto sales, display areas, auto sales","Transportation Impact Fee Program, Non-Residential, Auto Sales and Display Areas, Area 1",1.3,,per square footage,,,,,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, auto sales, display areas, auto sales","Transportation Impact Fee Program, Non-Residential, Auto Sales and Display Areas, Area 2",1.41,,per square footage,,,,,Transportation Impact Fee Program (TIF),,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - First 30 minutes",,Free,,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum. Open for public parking 24/7."
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - Next Hour (Each Additional Hour)",1,,Hourly,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Civic Center, Parking, Hourly Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - After 30 Minutes (Each additional hour)",1.5,,Hourly,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum. Open for public parking 24/7."
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - Daily Maximum - Weekdays",14,,Per Entry,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - Daily Maximum - Weekends",5,,Per Entry,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Civic Center Parking Structure/Civic Auditorium Lot - Permits Valid Anytime",160,,Monthly,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Civic Center Parking Structure/Civic Auditorium Lot - Permits Valid 3:30 pm - 6:00 am",75,,Monthly,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Civic Center Parking Structure/Civic Auditorium Lot - Lost Tickets",14,,Per Ticket,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Civic Center Parking Structure/Civic Auditorium Lot - Prepaid Access Card Rate (No Special Event)",,Card holders may reload one final time. The amount will not exceed $99.00.,,,,,,,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Civic Center Parking Structure/Civic Auditorium Lot - Vehicles Displaying Current and Valid Disabled Placards (except for special events)",,Free,,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,"Parking for vehicles displaying current and valid disabled placards
shall be free except during events where a capacity crowd is
anticipated. Capacity crowd is defined as an event that is anticipated to sell out. 
During capacity crowd events vehicles displaying disabled placards shall be
subject to payment of the applicable event rate. "
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Parking Structure 10 and Downtown Lots, 27, 28 and 29, Reserved parking for filming,  construction or other exclusive use",,"3x Daily Maximum Rate Per,  Space Per Day",,,,,,,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Downtown Parking Structures 1 through 9, and the Ken Edwards Center Parking Structure- First 90 minutes",,Free,,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum.  Open for public parking 24/7. "
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, Downtown Parking Structures 1 through 9, and the Ken Edwards Center Parking Structure- - After first 90 minutes - Next One (1)  Hour",1.25,,,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum.  Open for public parking 24/7. "
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center,  Each additional 30 minutes (After One Hour Paid)",1.85,,Per 1/2 hour,,,,,Combined with another item,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum.  Open for public parking 24/7. "
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center, Daily Maximum",17.5,,Per Entry,,,,,Combined with another item,,"First 30 minutes free, $1 per hour for each additional hour. Maximum: $5.00 per day. Lost ticket is charged the daily maximum.  Open for public parking 24/7. "
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center, Sundays 6:00 am - 11:00 am",,Free,,,,,,Combined with another item,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center, Vehicles Displaying Current and Valid Disabled Placards",65,,Monthly,,,,,"Conditions:
1) Building is located within the area bounded by 2nd Street, Wilshire, 4th St, and Colorado.
2) 100% of the units are affordable housing.
3) No onsite parking exists for the building.
",,"Vehicles with disabled placards owned and operated by residents of multi-family buildings if: (i) the building is located within the area bounded by Second Street, Wilshire Boulevard, Fourth Street, and Colorado Avenue; (ii) one hundred percent (100%) of the building's units are affordable housing; and (iii) no onsite parking exists for the building. "
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Permits Valid Anytime: Downtown Parking Structures 1 through 9, Ken Edwards Parking Structure",176,,Monthly,,,,,,,
