Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Parking Operations,Permits,,"permit, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: Permits Valid Anytime",$   154.00,,Monthly,,,,,"Downtown Employees or Residents
-Employees of a commercial establishment located in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of Pico Blvd
-Residents in buildings with no onsite parking in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of California Ave and Pico Blvd 
Affordable Housing
-Residents of a multi-family building with current and valid disabled placards
-The building is located within the area bounded by Second Street, Wilshire Blvd, Fourth Street, and Colorado Avenue
-100% of the building units are affordable housing
-No onsite parking exists for the building","<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: First 30 minutes, Weekday",$   - 0,Free,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 0.5 - 1.0 Hours, Weekday",$   0.50,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 1.0 - 1.5 Hours, Weekday",$   1.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 1.5 - 2.0 Hours, Weekday",$   2.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 2.0 - 2.5 Hours, Weekday",$   3.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 2.5 - 3.0 Hours, Weekday",$   4.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 3.0 - 3.5 Hours, Weekday",$   5.50,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 3.5 - 4.0 Hours, Weekday",$   7.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 4.0 - 4.5 Hours, Weekday",$   8.50,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 4.5 - 5.0 Hours, Weekday",$   10.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 5.0 - 5.5 Hours, Weekday",$   12.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 5.5 Hours or More, Weekday",$   14.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: Daily Maximum, Weekday",$   14.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: Lost Tickets, Weekday",$   14.00,,Per Ticket,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: First 30 minutes, Weekend",$   - 0,Free,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 0.5 - 1.0 Hours, Weekend",$   1.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 1.0 - 1.5 Hours, Weekend",$   2.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 1.5 - 2.0 Hours, Weekend",$   3.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 2.0 - 2.5 Hours, Weekend",$   4.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 2.5 - 3.0 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 3.0 - 3.5 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 3.5 - 4.0 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 4.0 - 4.5 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 4.5 - 5.0 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 5.0 - 5.5 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: 5.5 Hours or More, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  civic, center,","Downtown Structures Daily Fees, Civic Center Parking Lot & Structure: Daily Maximum, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
