Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% Discount (200-299 Guests)",260,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours   (300-350 Guests)",450,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (300-350 Guests)",360,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% Discount (300-350 Guests)",293,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
City Manager,City TV,Video Production Services,,Studio Rental (inc. lighting),City TV Production Services - Rental/Equipment Use - Studio Rental (inc. lighting),80,,Hourly Rate,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/city-tv-notes"" target=""_blank"">City TV Notes</a>"
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% (East Deck – Half)",42,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (East Deck – Half)",52,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours   (East Deck – Half)",65,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (Semi Private),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Semi-Private Event (100-199)",100,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  (East Deck – Full)",100,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (East Deck – Full)",80,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (During Reg. Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% Discount (East Deck – Full)",65,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (During Reg. Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held During Regular Operating Hours  (1-99 Guests)",600,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (During Reg. Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held During Regular Operating Hours  (100-199 Guests)",800,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
