Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events, Application Fee, 16+ weeks in advance",82.97,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events, Application Fee, 12 - 15 weeks in advance",157.76,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events, Application Fee, 8 - 11 weeks in advance",315.54,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 2 Events, Application Fee",50.00,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt. This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 3 Events, Application Fee",50.00,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt. This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, SMMUSD Events, Application Fee",50.00,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events Only, Simple Events, Administrative Fee",100.50,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events Only, Intermediate Events, Administrative Fee",431.24,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events Only, Complex Events, Administrative Fee",735.10,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events, Fixed Venue Site",190.49,,,,,,,Additional cost applies if notification is extended (for events extending beyond a fixed venue site); the cost is $0.56 per piece.,,
Community and Cultural Services,Human Services,Special Events,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees, Category 1 Events, Fixed Venue Site, Extended Notification Fee",0.65,,per piece,,,,,Cost applies if notification is extended (for events extending beyond a fixed venue site); the cost is $0.61 per piece.,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 2030 Ocean Avenue lot, Small","4,833.68",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 2030 Ocean Avenue lot, Large","9,667.36",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 2600 Barnard Way lot, Ocean Avenue lot, Small","2,416.84",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 2600 Barnard Way lot, Ocean Avenue lot, Large","4,833.68",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 1550 PCH lot, Small","2,416.84",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 1550 PCH lot, Medium","4,833.68",,per day,,,,,,,
Community and Cultural Services,Human Services,Parking,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants,","Community Event Fees,  Beach parking lot, 1550 PCH lot, Large","9,667.36",,per day,,,,,,,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, house, residential, single family","Transportation Impact Fee Program,  Residential (dwelling unit),  Single Family,  
Area 1","8,807.38",,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  
Area 1","3,013.05",,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, retail, restaurant","Transportation Impact Fee Program,  Non-Residential,  Retail,  
Area 1",24.34,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, office, creative office","Transportation Impact Fee Program,  Non-Residential, Office,  
Area 1",11.24,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, medical, commercial","Transportation Impact Fee Program,  Non-Residential, Medical Office,  
Area 1",32.56,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hotel, motel, room","Transportation Impact Fee Program,  Non-Residential,
Lodging,  
Area 1",4.17,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, light industrial, industrial, auto storage","Transportation Impact Fee Program,  Non-Residential,  Industrial,  
Area 1",1.39,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, house, residential, single family","Transportation Impact Fee Program,  Residential (dwelling unit),  Single Family,  Area 2","9,039.15",,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  Area 2","3,824.26",,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, retail, restaurant","Transportation Impact Fee Program,  Non-Residential, 
Retail,  Area 2",34.88,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, office, creative office","Transportation Impact Fee Program,  Non-Residential, Office,  Area 2",12.52,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, medical, commercial","Transportation Impact Fee Program,  Non-Residential,
 Medical Office,  Area 2",34.53,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hospital","Transportation Impact Fee Program,  Non-Residential,
Hospital,  Area 2",17.04,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hotel, motel, room","Transportation Impact Fee Program,  Non-Residential, Lodging,  Area 2",4.17,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, light industrial, industrial, auto storage","Transportation Impact Fee Program,  Non-Residential,
Industrial,  Area 2",1.51,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building, TOD","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  
Area 3","3,013.05",,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, auto sales, display areas, auto sales","Transportation Impact Fee Program, Non-Residential, Auto Sales and Display Areas, Area 1",1.39,,per square footage,,,,,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, auto sales, display areas, auto sales","Transportation Impact Fee Program, Non-Residential, Auto Sales and Display Areas, Area 2",1.51,,per square footage,,,,,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Light Manufacturer,99.58,,,,,,,,,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Retailer - New: July - September (4 inspections),"1,822.10",,,,,,,,,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Retailer - New: October to December (3 inspections),"1,391.47",,,,,,,,,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Retailer - New: January - March (2 inspections),960.84,,,,,,,,,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Retailer - New: April - June (1 inspection),530.21,,,,,,,,,
Planning and Community Development,City Planning/Development Review,Permits,,"Marijuana, Selling, Business",Medicinal Cannabis Retailer- Renewal,"1,822.10",,,,,,,,,
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch,","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  (1-99 Guests)",250.00,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 ""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
